Name	chromosome	min	max	logratio	annotation
3	12	56299486	133777902	0.248161314104	gain
3	13	19436287	115107733	-0.0141254485057	normal
3	14	20511673	107285437	-0.0163192960672	normal
3	15	22770422	70857066	-0.0155940953413	normal
3	15	70857066	102429112	-0.281859974339	loss
3	16	85881	90155062	-0.00975837348587	normal
3	17	526	34422223	0.00382979691264	normal
3	17	34422223	81041938	0.324689682696	gain
3	18	136227	61433054	-0.00799471078662	normal
3	18	61433054	63711458	-0.470255733253	loss
3	18	63711458	78014123	0.197898807604	gain
3	19	260912	57622075	-0.0248758647059	normal
3	19	57622075	58956888	-0.280036943618	loss
3	20	61569	62915555	-0.00980816416377	normal
3	21	15006458	48097372	-0.0221806426532	normal
3	22	16888900	51197838	-0.0122722326875	normal
3	23	168547	46949625	-0.430868379277	loss
3	23	46949625	135677858	-0.119901115233	normal
4	1	849467	42526874	-0.236715517861	normal
4	1	42526874	249224684	-0.00783953465537	normal
4	2	12771	14294487	0.00377722371365	normal
4	2	14294487	17960481	2.05590015148	ampl
4	2	17960481	242783384	-0.00908584054442	normal
4	3	61892	197851986	-0.009524676164	normal
4	4	68346	190957473	-0.00783688975797	normal
4	5	113577	180719789	-0.00898577073025	normal
4	6	156975	170919482	-0.0100845821751	normal
4	7	43361	159119707	-0.00340908016792	normal
4	8	158049	146295771	-0.0064560386814	normal
4	9	203862	141020389	-0.0102932005178	normal
4	10	100027	135427143	-0.00428522488347	normal
4	11	230616	134938470	-0.0077366567431	normal
4	12	173787	133777902	-0.00943335553021	normal
4	13	19436287	115107733	-0.00857219404159	normal
4	14	20511673	107285437	-0.0161296874664	normal
4	15	22770422	102429112	-0.00874752865586	normal
4	16	85881	90155062	0.00203483049963	normal
4	17	526	41514455	-0.000716083177987	normal
4	17	41514455	81041938	0.196061547958	gain
4	18	136227	78014123	-0.00778172797896	normal
4	19	260912	58956888	0.00440692028724	normal
4	20	61569	62915555	-0.00430290347762	normal
4	21	15006458	48097372	-0.0134432189768	normal
4	22	16888900	51197838	0.000290790918112	normal
4	23	168547	135677858	-0.555568636769	loss
5	1	849467	1624839	-0.302531476298	loss
5	1	1624839	1673826	-1.37813940541	loss
5	1	1673826	96892081	-0.383982126063	loss
5	1	96892081	249224684	0.154946356606	gain
5	2	12771	15931192	0.023088414188	normal
5	2	15931192	16415247	2.26340047484	ampl
5	2	16415247	29028033	0.00736477373524	normal
5	2	29028033	30252541	2.01920966876	ampl
5	2	30252541	242783384	0.00277083592511	normal
5	3	61892	197851986	-0.191443398989	normal
5	4	68346	132708039	-0.00935740415875	normal
5	4	132708039	145563621	0.416617893364	gain
5	4	145563621	190957473	-5.26699423833e-05	normal
5	5	113577	180719789	0.000654786250707	normal
5	6	156975	1982150	-0.460614938507	loss
5	6	1982150	170919482	-0.00122259616883	normal
5	7	43361	159119707	0.00605195591643	normal
5	8	158049	146295771	0.00069895675188	normal
5	9	203862	141020389	-0.00503122766527	normal
5	10	100027	135427143	-0.393564496941	loss
5	11	230616	134938470	0.0012724911142	normal
5	12	173787	133777902	0.150787959084	gain
5	13	19436287	67029204	-0.00445577773441	normal
5	13	67029204	67528720	-0.497981913949	loss
5	13	67528720	115107733	0.00123773006973	normal
5	14	20511673	107285437	-0.000858672493873	normal
5	15	22770422	102429112	1.61075728965e-05	normal
5	16	85881	90155062	-0.00371167550196	normal
5	17	526	35709450	0.00711806601137	normal
5	17	35709450	56989008	0.178299965137	gain
5	17	56989008	81041938	0.525907108282	gain
5	18	136227	78014123	-0.00480636536393	normal
5	19	260912	58956888	0.00540205123747	normal
5	20	61569	18183134	0.282764467976	gain
5	20	18183134	62915555	-0.0100084339176	normal
5	21	15006458	48097372	-0.0190802507436	normal
5	22	16888900	51197838	0.00818753250992	normal
5	23	168547	135677858	-0.407887703988	loss
6	1	849467	49386833	-0.487256372666	loss
6	1	49386833	249224684	0.00206163293439	normal
6	2	12771	15421118	0.0253022179616	normal
6	2	15421118	16804242	2.34638816956	ampl
6	2	16804242	242783384	-0.00202308744891	normal
6	3	61892	197851986	-0.041084047262	normal
6	4	68346	190957473	-0.030255215065	normal
6	5	113577	180719789	-0.0202282151797	normal
6	6	156975	110649018	-0.00297498670393	normal
6	6	110649018	128930534	-0.483786867867	loss
6	6	128930534	170919482	-0.0115992031763	normal
6	7	43361	159119707	0.022036804862	normal
6	8	158049	146295771	-0.0164972033548	normal
6	9	203862	141020389	-0.225821186364	normal
6	10	100027	135427143	-0.00273037104534	normal
6	11	230616	134938470	-0.0129175460626	normal
6	12	173787	133777902	-0.00963394139222	normal
6	13	19436287	115107733	-0.00490782815233	normal
6	14	20511673	107285437	-0.0303132734508	normal
6	15	22770422	102429112	-0.0111576021041	normal
6	16	85881	90155062	-0.00595623024418	normal
6	17	526	41524877	0.00635744940546	normal
6	17	41524877	81041938	0.48476749827	gain
6	18	136227	78014123	-0.0258024737959	normal
6	19	260912	58956888	-0.168858733199	normal
6	20	61569	62915555	-0.00218624676847	normal
6	21	15006458	48097372	-0.0247039930399	normal
6	22	16888900	51197838	0.010639271386	normal
6	23	168547	135677858	-0.578476429178	loss
7	1	849467	249224684	-0.206323123829	normal
7	2	12771	242783384	-0.129512280701	normal
7	3	61892	197851986	-0.282463160107	loss
7	4	68346	190957473	-0.153427388462	normal
7	5	113577	180719789	-0.180213879822	normal
7	6	156975	170919482	0.155489247883	gain
7	7	43361	159119707	0.0783566504426	normal
7	8	158049	146295771	-0.0017665053651	normal
7	9	203862	141020389	-0.273136096755	loss
7	10	100027	135427143	-0.187277092728	normal
7	11	230616	84925570	0.0158583573117	normal
7	11	84925570	134938470	-0.601550826487	loss
7	12	173787	133777902	-0.125250995384	normal
7	13	19436287	115107733	0.178237085432	gain
7	14	20511673	107285437	-0.394550116548	loss
7	15	22770422	102429112	-0.125973602288	normal
7	16	85881	90155062	-0.246234353806	normal
7	17	526	57654875	0.000495177077789	normal
7	17	57654875	81041938	0.369153137444	gain
7	18	136227	78014123	-0.104442856325	normal
7	19	260912	58956888	-0.263947453595	loss
7	20	61569	62915555	0.101948502154	normal
7	21	15006458	48097372	-0.260291528554	loss
7	22	16888900	51197838	-0.065606667511	normal
7	23	168547	135677858	-0.459671997956	loss
8	1	849467	88490150	-0.462175931464	loss
8	1	88490150	249224684	0.00216986593848	normal
8	2	12771	14534148	0.0231281452272	normal
8	2	14534148	17068169	1.72874210713	ampl
8	2	17068169	242783384	-0.00551421304683	normal
8	3	61892	197851986	-0.00992302621174	normal
8	4	68346	190957473	-0.0150770565541	normal
8	5	113577	180719789	-0.00817893252144	normal
8	6	156975	170919482	-0.0122085530367	normal
8	7	43361	159119707	-0.00240868575892	normal
8	8	158049	146295771	-0.00584693109202	normal
8	9	203862	117080132	-0.0438338582502	normal
8	9	117080132	141020389	0.302147556836	gain
8	10	100027	135427143	-0.349588228058	loss
8	11	230616	134938470	0.00357278778111	normal
8	12	173787	133777902	-0.000722000308219	normal
8	13	19436287	115107733	0.001269485399	normal
8	14	20511673	65521464	-0.0154503273108	normal
8	14	65521464	107285437	-0.386116903962	loss
8	15	22770422	102429112	-0.00525974356868	normal
8	16	85881	90155062	-0.0170775114126	normal
8	17	526	27138896	-0.00953531047635	normal
8	17	27138896	81041938	0.298045705976	gain
8	18	136227	78014123	-0.000555145093821	normal
8	19	260912	58956888	-0.0273662697362	normal
8	20	61569	62915555	0.0506872778849	normal
8	21	15006458	48097372	-0.0136045417609	normal
8	22	16888900	51197838	-0.0182806178191	normal
8	23	168547	135677858	-0.550775250298	loss
9	1	849467	149747737	0.00119898410751	normal
9	1	149747737	249224684	0.270684460917	gain
9	2	12771	242783384	0.153471267702	gain
9	3	61892	197851986	0.000882409019938	normal
9	4	68346	190957473	-0.0265401927489	normal
9	5	113577	180719789	-0.00340162632561	normal
9	6	156975	170919482	-0.00839124694137	normal
9	7	43361	159119707	0.473045914931	gain
9	8	158049	146295771	-0.00381479786673	normal
9	9	203862	141020389	-0.196355727795	normal
9	10	100027	135427143	-0.184529433952	normal
9	11	230616	134938470	-0.00874024779137	normal
9	12	173787	133777902	0.255710065774	gain
9	13	19436287	115107733	0.281176186826	gain
9	14	20511673	107285437	0.267371782612	gain
9	15	22770422	102429112	-0.0141846583491	normal
9	16	85881	90155062	0.0172519074079	normal
9	17	526	81041938	0.454442331111	gain
9	18	136227	78014123	0.0055779430949	normal
9	19	260912	58956888	0.231913830639	gain
9	20	61569	46295686	0.00955446760695	normal
9	20	46295686	62915555	0.267359267466	gain
9	21	15006458	48097372	0.00127610916121	normal
9	22	16888900	51197838	0.0181340180175	normal
9	23	168547	135677858	-0.00423953542084	normal
10	1	849467	43402764	-0.464128950971	loss
10	1	43402764	249224684	-0.00225052132221	normal
10	2	12771	15655105	0.407245400546	gain
10	2	15655105	17243179	2.26553858571	ampl
10	2	17243179	242783384	0.338508491402	gain
10	3	61892	197851986	-0.0136730914013	normal
10	4	68346	190957473	-0.0212747074555	normal
10	5	113577	180719789	-0.00937249644661	normal
10	6	156975	170919482	-0.0150558559202	normal
10	7	43361	159119707	-0.00922121879719	normal
10	8	158049	146295771	-0.0119198039344	normal
10	9	203862	128637934	-0.0213066069416	normal
10	9	128637934	141020389	0.508711983512	gain
10	10	100027	135427143	-0.00538823168379	normal
10	11	230616	134938470	0.00431128030913	normal
10	12	173787	133777902	-0.0135953452511	normal
10	13	19436287	115107733	-0.00520437347701	normal
10	14	20511673	107285437	-0.0151085624227	normal
10	15	22770422	102429112	-0.0112649090419	normal
10	16	85881	90155062	-0.0221120303101	normal
10	17	526	18761163	-0.0345158840394	normal
10	17	18761163	81041938	0.300868346909	gain
10	18	136227	78014123	-0.00791417595913	normal
10	19	260912	58956888	-0.0369010476922	normal
10	20	61569	62915555	-0.00404135023166	normal
10	21	15006458	48097372	-0.0191604152885	normal
10	22	16888900	51197838	-0.0332244937853	normal
10	23	168547	135677858	-0.0698107091507	normal
11	1	849467	97168427	-0.0608876970911	normal
11	1	97168427	249224684	0.133673116792	normal
11	2	12771	242783384	0.024950470871	normal
11	3	61892	197851986	-0.0473835033474	normal
11	4	68346	190957473	-0.0682312839197	normal
11	5	113577	180719789	-0.0421667504503	normal
11	6	156975	170919482	0.00915160757934	normal
11	7	43361	159119707	0.141222189527	normal
11	8	158049	146295771	-0.0117767370463	normal
11	9	203862	141020389	-0.0923537360714	normal
11	10	100027	135427143	-0.0806905586847	normal
11	11	230616	71651491	-0.0505363358026	normal
11	11	71651491	134938470	-0.191108159798	normal
11	12	173787	133777902	0.0725047321734	normal
11	13	19436287	115107733	0.0153912046934	normal
11	14	20511673	107285437	-0.067411424612	normal
11	15	22770422	102429112	-0.0687777513427	normal
11	16	85881	90155062	0.0134408535446	normal
11	17	526	46015817	0.00738041205552	normal
11	17	46015817	81041938	0.257761202334	gain
11	18	136227	78014123	0.0205933510368	normal
11	19	260912	58956888	-0.0299051164981	normal
11	20	61569	62915555	0.0223852931007	normal
11	21	15006458	48097372	0.0114014056217	normal
11	22	16888900	51197838	0.00809303483393	normal
11	23	168547	135677858	0.036872293136	normal
12	1	849467	42839314	-0.439657411093	loss
12	1	42839314	249224684	0.0237241920166	normal
12	2	12771	717983	-0.0177291390805	normal
12	2	717983	9741831	-0.488949039373	loss
12	2	9741831	11901385	1.51986284915	ampl
12	2	11901385	15985587	-0.515872257963	loss
12	2	15985587	17663541	2.17220942251	ampl
12	2	17663541	27256721	-0.503130525659	loss
12	2	27256721	28123264	1.53079548963	ampl
12	2	28123264	29404248	-0.497788715397	loss
12	2	29404248	30626469	1.63561651618	ampl
12	2	30626469	39778091	-0.527650735165	loss
12	2	39778091	242783384	-0.0432636313327	normal
12	3	61892	197851986	0.0180124924403	normal
12	4	68346	190957473	0.0162732774626	normal
12	5	113577	53514957	0.0180958703392	normal
12	5	53514957	79950652	-0.51405785785	loss
12	5	79950652	180719789	-0.0808469485056	normal
12	6	156975	170919482	0.0179732888109	normal
12	7	43361	159119707	0.0192616614488	normal
12	8	158049	146295771	-0.0492239272997	normal
12	9	203862	141020389	0.0142321292006	normal
12	10	100027	135427143	-0.0384633427182	normal
12	11	230616	134938470	-0.047448643213	normal
12	12	173787	133777902	0.0170586958961	normal
12	13	19436287	115107733	-0.0117107679058	normal
12	14	20511673	107285437	0.00755888870347	normal
12	15	22770422	102429112	-0.0471340427569	normal
12	16	85881	90155062	0.0241211879858	normal
12	17	526	28206654	0.0129202101934	normal
12	17	28206654	81041938	0.236292696525	gain
12	18	136227	78014123	0.0251383276861	normal
12	19	260912	58956888	0.0105625396983	normal
12	20	61569	62915555	-0.0372366603869	normal
12	21	15006458	48097372	0.0130452878049	normal
12	22	16888900	51197838	-0.0585699824264	normal
12	23	168547	135677858	0.0221211094862	normal
13	1	849467	249224684	0.00521640458603	normal
13	2	12771	242783384	0.00234485465778	normal
13	3	61892	54210633	-0.389404922015	loss
13	3	54210633	197851986	-0.0114908447315	normal
13	4	68346	41750264	-0.407659430182	loss
13	4	41750264	190957473	-0.0126421535405	normal
13	5	113577	180719789	-0.00424787216916	normal
13	6	156975	170919482	-0.00996973430375	normal
13	7	43361	159119707	0.258808684171	gain
13	8	158049	97190061	-0.00235726560626	normal
13	8	97190061	146295771	0.25562395921	gain
13	9	203862	141020389	-0.0093288045699	normal
13	10	100027	135427143	-0.00538886332555	normal
13	11	230616	73264949	0.246064007312	gain
13	11	73264949	134938470	-0.383063846218	loss
13	12	173787	133777902	-0.00172259193392	normal
13	13	19436287	115107733	0.00489945206671	normal
13	14	20511673	107285437	0.0107013075738	normal
13	15	22770422	102429112	-0.00187096364372	normal
13	16	85881	90155062	-0.0697493357733	normal
13	17	526	29106758	-0.012031750903	normal
13	17	29106758	81041938	0.526542386778	gain
13	18	136227	78014123	0.0137096444813	normal
13	19	260912	58956888	-0.00943252865595	normal
13	20	61569	62915555	0.00516533501595	normal
13	21	15006458	48097372	-0.0100133541939	normal
13	22	16888900	51197838	-0.0206188262221	normal
13	23	168547	48001329	-0.15243710759	normal
13	23	48001329	135677858	-0.485948333013	loss
14	1	849467	39369480	-0.4347875707	loss
14	1	39369480	249224684	0.00431445891061	normal
14	2	12771	9824228	0.0532770893197	normal
14	2	9824228	13182882	1.6678154458	ampl
14	2	13182882	15726302	-0.53495293033	loss
14	2	15726302	16494249	2.06219561314	ampl
14	2	16494249	242783384	-0.0105477655257	normal
14	3	61892	197851986	-0.00614263759618	normal
14	4	68346	190957473	-0.0149906241325	normal
14	5	113577	180719789	-0.00893456826206	normal
14	6	156975	170919482	-0.012509560963	normal
14	7	43361	159119707	-0.000975908786774	normal
14	8	158049	146295771	-0.00415217429383	normal
14	9	203862	141020389	-0.0223348679907	normal
14	10	100027	135427143	-0.0035117207665	normal
14	11	230616	134938470	-0.00966550049813	normal
14	12	173787	133777902	-0.00714601151197	normal
14	13	19436287	115107733	0.00772739757564	normal
14	14	20511673	107285437	-0.0151847538919	normal
14	15	22770422	102429112	-0.0159246949874	normal
14	16	85881	90155062	-0.0166794979949	normal
14	17	526	39511001	-0.0288760983928	normal
14	17	39511001	81041938	0.278499090238	gain
14	18	136227	78014123	0.00208588426258	normal
14	19	260912	58956888	-0.0357410260817	normal
14	20	61569	62915555	0.00416845216247	normal
14	21	15006458	48097372	-0.00729644369423	normal
14	22	16888900	51197838	-0.0339822407301	normal
14	23	168547	135677858	-0.016240060319	normal
15	1	849467	43139193	-0.43320526796	loss
15	1	43139193	249224684	-0.00926921746403	normal
15	2	12771	242783384	0.0326942187928	normal
15	3	61892	197851986	-0.0254172860601	normal
15	4	68346	190957473	-0.0307720122876	normal
15	5	113577	180719789	-0.0259894919277	normal
15	6	156975	170919482	-0.0255405185646	normal
15	7	43361	159119707	0.266082340198	gain
15	8	158049	146295771	-0.0237632418446	normal
15	9	203862	141020389	-0.0373554253843	normal
15	10	100027	135427143	-0.016286315712	normal
15	11	230616	134938470	-0.0148121363856	normal
15	12	173787	133777902	-0.024720304181	normal
15	13	19436287	115107733	0.268677199776	gain
15	14	20511673	107285437	-0.0326904134205	normal
15	15	22770422	67152781	-0.0503699182104	normal
15	15	67152781	102429112	0.268853103504	gain
15	16	85881	90155062	-0.0498104388304	normal
15	17	526	81041938	-0.0257673521207	normal
15	18	136227	78014123	-0.0273312008336	normal
15	19	260912	58956888	-0.0307858232093	normal
15	20	61569	62915555	-0.0211280936559	normal
15	21	15006458	48097372	-0.0401796447353	normal
15	22	16888900	51197838	-0.0232499410382	normal
15	23	168547	135677858	-0.590324517481	loss
16	1	849467	40152646	-0.40766771024	loss
16	1	40152646	249224684	0.00834834446669	normal
16	2	12771	242783384	-0.0437585884181	normal
16	3	61892	63940761	-0.463520313968	loss
16	3	63940761	197851986	-0.0200120516058	normal
16	4	68346	190957473	-0.0581733878874	normal
16	5	113577	16089100	0.0868072458095	normal
16	5	16089100	80688156	-0.28487135597	loss
16	5	80688156	180719789	0.0662107510269	normal
16	6	156975	170919482	0.0166286658368	normal
16	7	43361	159119707	0.279661690888	gain
16	8	158049	146295771	-0.0857484934214	normal
16	9	203862	141020389	0.0346113496991	normal
16	10	100027	20567471	-0.0349728780693	normal
16	10	20567471	37665315	-0.481913600024	loss
16	10	37665315	135427143	-0.0370473658549	normal
16	11	230616	71981618	0.25545126319	gain
16	11	71981618	134938470	-0.44526306598	loss
16	12	173787	133777902	0.0189456525759	normal
16	13	19436287	115107733	0.00258984293448	normal
16	14	20511673	107285437	-0.0174099099895	normal
16	15	22770422	33341024	-0.00517626558463	normal
16	15	33341024	50640936	-0.45481675837	loss
16	15	50640936	102429112	-0.0169284912912	normal
16	16	85881	90155062	-0.0401460950092	normal
16	17	526	43863901	-0.0244008937326	normal
16	17	43863901	81041938	0.470262399783	gain
16	18	136227	78014123	0.293372632559	gain
16	19	260912	58956888	-0.0274662987309	normal
16	20	61569	62915555	0.00768029037841	normal
16	21	15006458	48097372	-0.0247378357228	normal
16	22	16888900	51197838	-0.0320463750783	normal
16	23	168547	135677858	-0.514181616687	loss
17	1	752566	49574960	-0.285603330943	loss
17	1	49574960	249202755	0.0569449366143	normal
17	2	72184	12142541	0.0193768407913	normal
17	2	12142541	12604748	0.959900270115	ampl
17	2	12604748	13956771	0.174486255406	gain
17	2	13956771	14208562	1.27576660303	ampl
17	2	14208562	15960055	0.339856767679	gain
17	2	15960055	16495592	0.871960245261	ampl
17	2	16495592	243029573	0.0750849158266	normal
17	3	66894	197845233	0.0878347084944	normal
17	4	48283	190880409	0.13187254872	normal
17	5	38139	180705539	0.0881319677253	normal
17	6	204909	170898549	0.0843997125234	normal
17	7	46239	159119486	0.0639611865771	normal
17	8	176818	146293086	0.0753528789399	normal
17	9	46587	141044489	0.0326817584055	normal
17	10	135708	135430043	0.0168577350076	normal
17	11	203788	134944006	0.019011895303	normal
17	12	191619	133770975	0.0512423758215	normal
17	13	19263735	115106996	0.126576010944	normal
17	14	20213937	107282437	0.0468593245891	normal
17	15	20161372	102397836	0.0145286422023	normal
17	16	105320	90148796	-0.0393797840482	normal
17	17	18901	81047565	0.0463203287627	normal
17	18	12842	78014582	0.0776572127951	normal
17	19	267039	59106242	-0.071087370441	normal
17	20	63244	62909908	-0.0303052540346	normal
17	21	10734842	32310978	0.192648113463	gain
17	21	32310978	48098824	-0.0330784421829	normal
17	22	16079545	51169045	-0.0644940085374	normal
17	23	2704609	154929412	-0.29648679948	loss
18	1	752566	249202755	0.10084377839	normal
18	2	72184	243029573	0.135888237748	normal
18	3	66894	197845233	-0.0161917541731	normal
18	4	48283	190880409	0.181414589097	gain
18	5	38139	180705539	-0.0148290266488	normal
18	6	204909	170898549	0.146924984592	normal
18	7	46239	159119486	0.134783382616	normal
18	8	176818	146293086	-0.0145183861655	normal
18	9	46587	141044489	-0.0552149054247	normal
18	10	135708	135430043	-0.0447658404679	normal
18	11	203788	134944006	-0.0479471409624	normal
18	12	191619	133770975	0.121613693683	normal
18	13	19263735	115106996	0.00875629626418	normal
18	14	20213937	107282437	-0.0350455843433	normal
18	15	20161372	102397836	-0.050095968844	normal
18	16	105320	90148796	-0.0746176276694	normal
18	17	18901	81047565	0.145164881462	normal
18	18	12842	78014582	0.317982907145	gain
18	19	267039	59106242	0.0563354831224	normal
18	20	63244	62909908	0.0742014780136	normal
18	21	10734842	48098824	0.135684496625	normal
18	22	16079545	51169045	0.055686081786	normal
18	23	2704609	154929412	-0.414617547024	loss
19	1	776546	44843100	-0.239606027013	normal
19	1	44843100	249186681	-0.00193920257445	normal
19	2	118913	15867617	-0.0273013837169	normal
19	2	15867617	16288919	0.4218296396	gain
19	2	16288919	242996474	-0.00719110704583	normal
19	3	195315	138395559	0.0672147793559	normal
19	3	138395559	197817764	0.235955584713	gain
19	4	71420	190880409	0.0563626629347	normal
19	5	38139	180704486	0.0290605484487	normal
19	6	215423	170898549	0.00216061662924	normal
19	7	62338	159119486	-0.038718171731	normal
19	8	191076	146282249	0.029325474973	normal
19	9	46587	141027939	0.0720841827606	normal
19	10	158946	135365145	0.0615167558293	normal
19	11	204228	76511331	0.0211515921192	normal
19	11	76511331	134923760	0.172367327962	gain
19	12	191619	133770456	-0.00104433222074	normal
19	13	19622143	115083337	-0.0174494443312	normal
19	14	20379392	107282437	0.0502907751554	normal
19	15	20177092	102268000	0.0487412172596	normal
19	16	204500	90134325	0.0294714777159	normal
19	17	53011	81006387	-0.00786597713087	normal
19	18	12842	78014582	-0.0191870946242	normal
19	19	267039	59048311	0.0366456066257	normal
19	20	220303	62903830	-0.013038596991	normal
19	21	14951747	48049235	0.0367499442782	normal
19	22	16114244	51162059	-0.0179419374325	normal
19	23	2767366	154913353	-0.0659029155661	normal
20	1	776546	116181514	0.0396934034657	normal
20	1	116181514	249186681	0.251252134627	gain
20	2	118913	242996474	0.0383953431952	normal
20	3	195315	197817764	0.0401785290228	normal
20	4	71420	190880409	0.0561422416432	normal
20	5	38139	180704486	0.0439626621769	normal
20	6	215423	170898549	0.0462882588	normal
20	7	62338	23823122	0.419628014007	gain
20	7	23823122	159119486	0.251868954314	gain
20	8	191076	146282249	0.0451368934156	normal
20	9	46587	96944567	-0.380287781813	loss
20	9	96944567	141027939	0.0391452356649	normal
20	10	158946	135365145	0.0395316715191	normal
20	11	204228	70039158	0.0470003908926	normal
20	11	70039158	134923760	-0.369027304106	loss
20	12	191619	133770456	0.245564626574	gain
20	13	19622143	115083337	0.288013064249	gain
20	14	20379392	75258356	0.254713884657	gain
20	14	75258356	107282437	-0.330577865042	loss
20	15	20177092	102268000	0.0404212302173	normal
20	16	204500	90134325	0.0349039483207	normal
20	17	53011	41472051	0.0257095679267	normal
20	17	41472051	72215411	0.2269355019	gain
20	17	72215411	81006387	0.340147144412	gain
20	18	12842	78014582	0.0450890549367	normal
20	19	267039	59048311	0.046516298685	normal
20	20	220303	308560	0.47753745	gain
20	20	308560	62903830	0.0417350861423	normal
20	21	14951747	48049235	0.0444417935439	normal
20	22	16114244	51162059	0.0408464231988	normal
20	23	2767366	154913353	-0.331556617036	loss
21	1	776546	249186681	-0.0714510719881	normal
21	2	118913	14711626	-0.0753082581182	normal
21	2	14711626	16689997	0.766037166316	ampl
21	2	16689997	29394250	-0.0800059652077	normal
21	2	29394250	29894184	0.7322758	ampl
21	2	29894184	242996474	-0.0444377967123	normal
21	3	195315	197817764	0.0171747291584	normal
21	4	71420	190880409	0.0209099941133	normal
21	5	38139	180704486	-0.0109948579842	normal
21	6	215423	60196004	-0.0632420571868	normal
21	6	60196004	62933073	0.403951142258	gain
21	6	62933073	170898549	-0.0185192931809	normal
21	7	62338	159119486	-0.0854259209327	normal
21	8	191076	146282249	-0.0032127114864	normal
21	9	46587	141027939	0.0305251270192	normal
21	10	158946	135365145	0.0245365448594	normal
21	11	204228	78735567	-0.0218001079967	normal
21	11	78735567	134923760	0.13410767918	normal
21	12	191619	133770456	-0.0446188663015	normal
